"Date","Amount","Category","Vendor","Customer"
"2026-01-29","16986","Tax Provision","Global Office Ltd","SmallBiz Inc"
"2026-01-18","29402","Inventory","Azure Utilities","SmallBiz Inc"
"2026-01-10","20265","Sales Revenue","TechLogistics Corp","Retail Giant A"
"2026-01-27","16001","Tax Provision","Global Office Ltd","Public Sector Dept"
"2026-02-11","13824","Sales Revenue","Global Office Ltd","SmallBiz Inc"
"2026-02-11","23956","Inventory","Prime Consulting","Public Sector Dept"
"2026-02-17","19604","Sales Revenue","TechLogistics Corp","SmallBiz Inc"
"2026-01-04","30312","Tax Provision","Azure Utilities","Public Sector Dept"
"2026-03-18","43540","Rent","Global Office Ltd","Direct Consumer"
"2026-02-03","23582","Professional Fees","Prime Consulting","Direct Consumer"
"2026-03-08","37577","Inventory","Prime Consulting","Retail Giant A"
"2026-02-25","37225","Sales Revenue","Global Office Ltd","Retail Giant A"
"2026-02-24","42664","Professional Fees","Azure Utilities","Retail Giant A"
"2026-02-23","35175","Tax Provision","Azure Utilities","Direct Consumer"
"2026-03-13","33828","Rent","Global Office Ltd","SmallBiz Inc"
"2026-02-21","2059","Professional Fees","TechLogistics Corp","SmallBiz Inc"
"2026-02-27","40161","Professional Fees","Prime Consulting","Direct Consumer"
"2026-01-03","35746","Inventory","Prime Consulting","Direct Consumer"
"2026-03-16","1653","Sales Revenue","Global Office Ltd","SmallBiz Inc"
"2026-03-29","13624","Tax Provision","TechLogistics Corp","Retail Giant A"
"2026-03-19","27649","Professional Fees","Azure Utilities","SmallBiz Inc"
"2026-02-21","18902","Professional Fees","Global Office Ltd","Direct Consumer"
"2026-02-12","5849","Sales Revenue","TechLogistics Corp","SmallBiz Inc"
"2026-02-01","35586","Tax Provision","TechLogistics Corp","Retail Giant A"
"2026-02-06","26283","Inventory","Global Office Ltd","Retail Giant A"
"2026-03-23","10668","Inventory","TechLogistics Corp","SmallBiz Inc"
"2026-01-24","14413","Inventory","Prime Consulting","Public Sector Dept"
"2026-02-24","35627","Rent","Prime Consulting","Public Sector Dept"
"2026-01-28","44420","Inventory","Prime Consulting","Public Sector Dept"
"2026-03-05","7934","Inventory","Azure Utilities","SmallBiz Inc"
"2026-02-15","49906","Inventory","Azure Utilities","SmallBiz Inc"
"2026-01-27","41549","Professional Fees","Global Office Ltd","SmallBiz Inc"
"2026-02-16","13475","Tax Provision","Global Office Ltd","Public Sector Dept"
"2026-01-14","20801","Sales Revenue","Global Office Ltd","SmallBiz Inc"
"2026-02-23","19821","Tax Provision","TechLogistics Corp","Public Sector Dept"
"2026-02-24","8050","Sales Revenue","Azure Utilities","Direct Consumer"
"2026-03-18","9222","Sales Revenue","Azure Utilities","SmallBiz Inc"
"2026-02-17","5456","Inventory","TechLogistics Corp","SmallBiz Inc"
"2026-03-30","30937","Tax Provision","Azure Utilities","Public Sector Dept"
"2026-03-26","21324","Tax Provision","TechLogistics Corp","Public Sector Dept"
"2026-01-30","19647","Sales Revenue","Azure Utilities","Retail Giant A"
"2026-01-22","27255","Sales Revenue","Azure Utilities","Direct Consumer"
"2026-02-12","32569","Professional Fees","TechLogistics Corp","Retail Giant A"
"2026-03-07","45517","Inventory","Prime Consulting","Public Sector Dept"
"2026-01-10","17994","Tax Provision","Global Office Ltd","Public Sector Dept"
"2026-03-07","8791","Tax Provision","TechLogistics Corp","Public Sector Dept"
"2026-01-09","8388","Rent","Global Office Ltd","Direct Consumer"
"2026-02-27","13122","Tax Provision","TechLogistics Corp","Retail Giant A"
"2026-02-22","14844","Tax Provision","TechLogistics Corp","SmallBiz Inc"
"2026-01-19","20195","Professional Fees","Global Office Ltd","SmallBiz Inc"
"2026-01-20","23027","Rent","Prime Consulting","Retail Giant A"
"2026-01-04","21166","Inventory","TechLogistics Corp","SmallBiz Inc"
"2026-01-13","43633","Inventory","TechLogistics Corp","Public Sector Dept"
"2026-03-01","25343","Tax Provision","Azure Utilities","Direct Consumer"
"2026-01-29","34027","Tax Provision","Azure Utilities","Retail Giant A"
"2026-01-29","11472","Inventory","Azure Utilities","Retail Giant A"
"2026-02-23","33063","Sales Revenue","Azure Utilities","Retail Giant A"
"2026-01-17","14868","Tax Provision","TechLogistics Corp","SmallBiz Inc"
"2026-01-18","29315","Tax Provision","Global Office Ltd","Direct Consumer"
"2026-01-08","16695","Tax Provision","Azure Utilities","Public Sector Dept"
"2026-01-20","1780","Tax Provision","Azure Utilities","Direct Consumer"
"2026-02-03","38760","Professional Fees","Azure Utilities","Retail Giant A"
"2026-01-07","2707","Rent","Azure Utilities","Direct Consumer"
"2026-02-14","31999","Professional Fees","Global Office Ltd","Public Sector Dept"
"2026-01-13","28995","Inventory","Global Office Ltd","Direct Consumer"
"2026-03-29","39749","Inventory","Prime Consulting","Direct Consumer"
"2026-03-27","8635","Tax Provision","Global Office Ltd","Public Sector Dept"
"2026-02-05","39063","Professional Fees","TechLogistics Corp","SmallBiz Inc"
"2026-02-17","7079","Sales Revenue","Global Office Ltd","Direct Consumer"
"2026-02-15","44641","Inventory","TechLogistics Corp","SmallBiz Inc"
"2026-02-26","38165","Professional Fees","TechLogistics Corp","Direct Consumer"
"2026-02-23","2626","Inventory","TechLogistics Corp","SmallBiz Inc"
"2026-02-20","10260","Tax Provision","Azure Utilities","Direct Consumer"
"2026-01-15","21302","Tax Provision","Prime Consulting","SmallBiz Inc"
"2026-03-26","4290","Tax Provision","Prime Consulting","Retail Giant A"
"2026-02-11","39193","Sales Revenue","TechLogistics Corp","Retail Giant A"
"2026-02-05","6337","Tax Provision","Global Office Ltd","SmallBiz Inc"
"2026-02-27","36600","Inventory","Azure Utilities","Retail Giant A"
"2026-02-01","36111","Sales Revenue","Azure Utilities","SmallBiz Inc"
"2026-02-21","35860","Rent","Azure Utilities","Public Sector Dept"
"2026-02-13","43489","Inventory","Global Office Ltd","Retail Giant A"
"2026-02-09","37507","Inventory","Azure Utilities","SmallBiz Inc"
"2026-01-15","14670","Rent","Prime Consulting","Direct Consumer"
"2026-01-02","12934","Professional Fees","Prime Consulting","Public Sector Dept"
"2026-03-05","20134","Rent","Azure Utilities","Retail Giant A"
"2026-01-13","6379","Inventory","Prime Consulting","Direct Consumer"
"2026-03-13","21960","Professional Fees","Global Office Ltd","SmallBiz Inc"
"2026-02-16","48797","Professional Fees","Global Office Ltd","SmallBiz Inc"
"2026-01-17","39471","Inventory","Prime Consulting","SmallBiz Inc"
"2026-01-31","5179","Sales Revenue","Azure Utilities","Retail Giant A"
"2026-02-02","47707","Tax Provision","Global Office Ltd","SmallBiz Inc"
"2026-01-22","45280","Sales Revenue","Global Office Ltd","Public Sector Dept"
"2026-03-27","47546","Tax Provision","Prime Consulting","Direct Consumer"
"2026-01-20","30969","Sales Revenue","Global Office Ltd","SmallBiz Inc"
"2026-03-20","22992","Inventory","Azure Utilities","Retail Giant A"
"2026-01-03","48471","Professional Fees","Global Office Ltd","Retail Giant A"
"2026-03-04","37342","Rent","Prime Consulting","SmallBiz Inc"
"2026-01-19","17790","Sales Revenue","TechLogistics Corp","Retail Giant A"
"2026-03-26","4717","Tax Provision","Global Office Ltd","Public Sector Dept"
"2026-03-01","40835","Tax Provision","TechLogistics Corp","Public Sector Dept"
"2026-03-31","4726","Sales Revenue","Azure Utilities","SmallBiz Inc"
"2026-01-01","12857","Sales Revenue","TechLogistics Corp","Retail Giant A"
"2026-03-09","18344","Inventory","Global Office Ltd","Direct Consumer"
"2026-01-14","29980","Sales Revenue","Global Office Ltd","Public Sector Dept"
"2026-01-09","22074","Tax Provision","Azure Utilities","Public Sector Dept"
"2026-03-10","44132","Rent","Prime Consulting","Retail Giant A"
"2026-01-09","10636","Professional Fees","TechLogistics Corp","SmallBiz Inc"
"2026-03-23","8322","Rent","TechLogistics Corp","Retail Giant A"
"2026-02-20","13036","Sales Revenue","TechLogistics Corp","Public Sector Dept"
"2026-01-20","32876","Rent","TechLogistics Corp","Retail Giant A"
"2026-03-06","46514","Tax Provision","Azure Utilities","Public Sector Dept"
"2026-01-03","39676","Professional Fees","TechLogistics Corp","Direct Consumer"
"2026-02-10","18620","Tax Provision","Prime Consulting","Retail Giant A"
"2026-02-17","18561","Rent","Azure Utilities","SmallBiz Inc"
"2026-02-16","3814","Professional Fees","Azure Utilities","Retail Giant A"
"2026-01-20","38562","Rent","Azure Utilities","Direct Consumer"
"2026-01-07","41141","Professional Fees","TechLogistics Corp","Direct Consumer"
"2026-01-28","30668","Inventory","Prime Consulting","Retail Giant A"
"2026-01-04","17577","Professional Fees","Prime Consulting","Retail Giant A"
"2026-01-25","9002","Tax Provision","Azure Utilities","Retail Giant A"
"2026-03-10","3359","Professional Fees","Global Office Ltd","SmallBiz Inc"
"2026-01-25","40064","Professional Fees","Prime Consulting","Retail Giant A"
"2026-03-10","34184","Rent","TechLogistics Corp","Direct Consumer"
"2026-03-17","6977","Tax Provision","Global Office Ltd","Direct Consumer"
"2026-01-04","42515","Rent","Prime Consulting","Public Sector Dept"
"2026-03-15","18119","Inventory","Prime Consulting","Retail Giant A"
"2026-01-16","41531","Sales Revenue","TechLogistics Corp","Direct Consumer"
"2026-02-09","26406","Professional Fees","Prime Consulting","Public Sector Dept"
"2026-01-21","26984","Sales Revenue","Prime Consulting","Retail Giant A"
"2026-01-04","17490","Professional Fees","Prime Consulting","Retail Giant A"
"2026-01-14","9803","Professional Fees","Global Office Ltd","Retail Giant A"
"2026-03-16","26411","Rent","Azure Utilities","Retail Giant A"
"2026-02-19","25219","Sales Revenue","Prime Consulting","Public Sector Dept"
"2026-03-07","26060","Inventory","TechLogistics Corp","SmallBiz Inc"
"2026-02-20","3736","Inventory","Azure Utilities","Direct Consumer"
"2026-02-25","29324","Inventory","Global Office Ltd","SmallBiz Inc"
"2026-02-12","32209","Professional Fees","Azure Utilities","Direct Consumer"
"2026-03-29","45983","Tax Provision","Azure Utilities","Public Sector Dept"
"2026-03-23","44531","Inventory","Azure Utilities","SmallBiz Inc"
"2026-01-12","47201","Rent","Prime Consulting","SmallBiz Inc"
"2026-01-01","29286","Inventory","Prime Consulting","SmallBiz Inc"
"2026-01-28","5107","Tax Provision","Azure Utilities","Retail Giant A"
"2026-03-29","31363","Professional Fees","Global Office Ltd","Direct Consumer"
"2026-02-10","19288","Sales Revenue","Prime Consulting","SmallBiz Inc"
"2026-03-09","22027","Tax Provision","Azure Utilities","Direct Consumer"
"2026-01-15","7516","Tax Provision","Global Office Ltd","Retail Giant A"
"2026-01-22","44833","Professional Fees","TechLogistics Corp","Direct Consumer"
"2026-02-04","28579","Sales Revenue","Global Office Ltd","Public Sector Dept"
"2026-03-04","4240","Tax Provision","Azure Utilities","Public Sector Dept"
"2026-02-18","17570","Rent","Global Office Ltd","Retail Giant A"
"2026-01-22","39095","Rent","TechLogistics Corp","SmallBiz Inc"
"2026-03-29","10827","Tax Provision","TechLogistics Corp","SmallBiz Inc"
"2026-03-02","47702","Tax Provision","Global Office Ltd","Retail Giant A"
"2026-02-13","19365","Inventory","Global Office Ltd","Direct Consumer"
"2026-01-27","43816","Professional Fees","Prime Consulting","Retail Giant A"
"2026-02-22","26995","Sales Revenue","Prime Consulting","Direct Consumer"
"2026-01-02","39296","Inventory","TechLogistics Corp","Direct Consumer"
"2026-01-05","17873","Tax Provision","TechLogistics Corp","SmallBiz Inc"
"2026-03-14","29178","Inventory","TechLogistics Corp","Retail Giant A"
"2026-03-21","37028","Sales Revenue","TechLogistics Corp","SmallBiz Inc"
"2026-02-13","18924","Inventory","Prime Consulting","Public Sector Dept"
"2026-03-01","44791","Inventory","Azure Utilities","Direct Consumer"
"2026-01-28","41009","Professional Fees","TechLogistics Corp","SmallBiz Inc"
"2026-01-13","16346","Inventory","Azure Utilities","SmallBiz Inc"
"2026-01-10","5008","Tax Provision","Azure Utilities","Public Sector Dept"
"2026-02-21","35699","Inventory","Global Office Ltd","Retail Giant A"
"2026-01-20","17159","Sales Revenue","Prime Consulting","Direct Consumer"
"2026-01-15","36245","Inventory","Azure Utilities","Direct Consumer"
"2026-02-18","47419","Rent","Prime Consulting","SmallBiz Inc"
"2026-01-18","1663","Sales Revenue","Prime Consulting","SmallBiz Inc"
"2026-02-13","12948","Tax Provision","Azure Utilities","Direct Consumer"
"2026-02-18","41323","Inventory","TechLogistics Corp","SmallBiz Inc"
"2026-02-08","34781","Inventory","Prime Consulting","SmallBiz Inc"
"2026-01-03","10999","Tax Provision","Prime Consulting","Public Sector Dept"
"2026-01-14","13510","Professional Fees","Prime Consulting","Retail Giant A"
"2026-02-25","43975","Tax Provision","TechLogistics Corp","Direct Consumer"
"2026-01-21","25967","Rent","TechLogistics Corp","Public Sector Dept"
"2026-02-06","18479","Tax Provision","Global Office Ltd","Direct Consumer"
"2026-01-13","30409","Professional Fees","Global Office Ltd","SmallBiz Inc"
"2026-01-26","45292","Professional Fees","TechLogistics Corp","SmallBiz Inc"
"2026-01-23","3435","Tax Provision","Global Office Ltd","Retail Giant A"
"2026-03-25","34186","Rent","Global Office Ltd","Direct Consumer"
"2026-01-31","2352","Sales Revenue","TechLogistics Corp","SmallBiz Inc"
"2026-02-07","10814","Inventory","Prime Consulting","Direct Consumer"
"2026-01-28","13263","Sales Revenue","Prime Consulting","Direct Consumer"
"2026-01-12","11777","Sales Revenue","TechLogistics Corp","Direct Consumer"
"2026-01-11","40727","Professional Fees","Azure Utilities","Public Sector Dept"
"2026-01-25","10181","Inventory","Prime Consulting","Direct Consumer"
"2026-01-10","48369","Rent","Global Office Ltd","Direct Consumer"
"2026-03-29","46155","Professional Fees","Prime Consulting","Direct Consumer"
"2026-03-24","46167","Inventory","Global Office Ltd","Retail Giant A"
"2026-01-15","7146","Rent","Azure Utilities","Direct Consumer"
"2026-03-22","41658","Sales Revenue","Prime Consulting","Direct Consumer"
"2026-03-21","26059","Rent","Prime Consulting","Retail Giant A"
"2026-02-26","8601","Inventory","Prime Consulting","Public Sector Dept"
"2026-01-26","29798","Tax Provision","Prime Consulting","Public Sector Dept"
"2026-03-13","27916","Rent","Prime Consulting","Retail Giant A"
"2026-03-03","46722","Tax Provision","Azure Utilities","SmallBiz Inc"
"2026-03-12","47382","Rent","Prime Consulting","Retail Giant A"
"2026-02-19","39204","Sales Revenue","Azure Utilities","SmallBiz Inc"
"2026-02-04","17272","Sales Revenue","Azure Utilities","SmallBiz Inc"
"2026-03-23","17778","Professional Fees","Global Office Ltd","Public Sector Dept"
"2026-01-16","20808","Professional Fees","Prime Consulting","Retail Giant A"
"2026-01-05","14545","Sales Revenue","Global Office Ltd","Retail Giant A"
"2026-01-16","24509","Professional Fees","Global Office Ltd","SmallBiz Inc"
"2026-03-04","6862","Professional Fees","TechLogistics Corp","Public Sector Dept"
"2026-02-22","1098","Rent","Azure Utilities","Public Sector Dept"
"2026-02-01","15588","Rent","Azure Utilities","Direct Consumer"
"2026-02-22","23351","Inventory","Azure Utilities","Public Sector Dept"
"2026-01-13","44483","Tax Provision","TechLogistics Corp","SmallBiz Inc"
"2026-02-13","32145","Sales Revenue","Azure Utilities","Direct Consumer"
"2026-02-26","46079","Sales Revenue","Prime Consulting","Retail Giant A"
"2026-01-21","34960","Sales Revenue","TechLogistics Corp","Retail Giant A"
"2026-03-16","48870","Rent","Azure Utilities","Retail Giant A"
"2026-02-19","31053","Inventory","TechLogistics Corp","Direct Consumer"
"2026-01-31","34592","Sales Revenue","Azure Utilities","SmallBiz Inc"
"2026-01-28","44583","Professional Fees","TechLogistics Corp","Direct Consumer"
"2026-03-23","38573","Inventory","Azure Utilities","SmallBiz Inc"
"2026-03-26","38344","Professional Fees","Prime Consulting","Public Sector Dept"
"2026-02-07","21972","Sales Revenue","Global Office Ltd","Retail Giant A"
"2026-03-22","35410","Rent","TechLogistics Corp","SmallBiz Inc"
"2026-01-16","24032","Tax Provision","TechLogistics Corp","SmallBiz Inc"
"2026-03-03","33848","Rent","TechLogistics Corp","Direct Consumer"
"2026-03-10","8876","Professional Fees","Global Office Ltd","Public Sector Dept"
"2026-03-07","42465","Tax Provision","Global Office Ltd","Public Sector Dept"
"2026-01-14","15815","Rent","Azure Utilities","Direct Consumer"
"2026-01-25","20065","Inventory","Azure Utilities","SmallBiz Inc"
"2026-02-04","29023","Sales Revenue","TechLogistics Corp","SmallBiz Inc"
"2026-02-07","41930","Professional Fees","TechLogistics Corp","SmallBiz Inc"
"2026-03-26","40523","Professional Fees","Prime Consulting","SmallBiz Inc"
"2026-02-19","31388","Rent","TechLogistics Corp","SmallBiz Inc"
"2026-01-07","19125","Sales Revenue","TechLogistics Corp","Direct Consumer"
"2026-01-19","14875","Professional Fees","Global Office Ltd","Direct Consumer"
"2026-03-29","32980","Professional Fees","Global Office Ltd","Retail Giant A"
"2026-01-07","10199","Rent","Global Office Ltd","Public Sector Dept"
"2026-01-25","17883","Sales Revenue","Azure Utilities","Public Sector Dept"
"2026-01-09","31213","Professional Fees","Prime Consulting","Retail Giant A"
"2026-03-16","19295","Rent","Global Office Ltd","SmallBiz Inc"
"2026-01-16","40672","Rent","Azure Utilities","SmallBiz Inc"
"2026-02-13","7464","Professional Fees","TechLogistics Corp","Retail Giant A"
"2026-01-10","13132","Rent","Azure Utilities","SmallBiz Inc"
"2026-01-02","39089","Professional Fees","TechLogistics Corp","Retail Giant A"
"2026-02-23","46040","Sales Revenue","Azure Utilities","Retail Giant A"
"2026-03-20","34815","Tax Provision","TechLogistics Corp","Public Sector Dept"
"2026-01-01","22180","Professional Fees","Global Office Ltd","Direct Consumer"
"2026-03-12","21697","Rent","Azure Utilities","Direct Consumer"
"2026-01-01","43163","Professional Fees","TechLogistics Corp","Public Sector Dept"
"2026-02-22","43922","Sales Revenue","Global Office Ltd","Direct Consumer"
"2026-03-02","12399","Sales Revenue","Global Office Ltd","SmallBiz Inc"
"2026-01-25","3682","Rent","Prime Consulting","Direct Consumer"
"2026-02-03","40520","Sales Revenue","Azure Utilities","Public Sector Dept"
"2026-01-02","43271","Rent","Global Office Ltd","SmallBiz Inc"
"2026-03-28","21586","Rent","Prime Consulting","Direct Consumer"
"2026-03-09","4266","Tax Provision","Global Office Ltd","SmallBiz Inc"
"2026-02-28","37307","Professional Fees","Prime Consulting","Direct Consumer"
"2026-01-03","17865","Professional Fees","Prime Consulting","SmallBiz Inc"
"2026-03-01","19292","Tax Provision","Azure Utilities","Public Sector Dept"
"2026-01-23","23673","Sales Revenue","Global Office Ltd","Retail Giant A"
"2026-03-04","39530","Inventory","Global Office Ltd","Retail Giant A"
"2026-02-12","23542","Inventory","Global Office Ltd","Retail Giant A"
"2026-03-12","36282","Sales Revenue","Azure Utilities","Retail Giant A"
"2026-01-25","43526","Inventory","TechLogistics Corp","Retail Giant A"
"2026-02-26","39851","Sales Revenue","Prime Consulting","Retail Giant A"
"2026-01-04","39751","Sales Revenue","Azure Utilities","Direct Consumer"
"2026-02-21","1205","Sales Revenue","Global Office Ltd","Direct Consumer"
"2026-03-13","39298","Rent","TechLogistics Corp","Public Sector Dept"
"2026-01-02","2313","Sales Revenue","TechLogistics Corp","Direct Consumer"
"2026-01-23","15911","Tax Provision","Prime Consulting","SmallBiz Inc"
"2026-02-12","11737","Sales Revenue","Prime Consulting","Direct Consumer"
"2026-02-18","48512","Inventory","Prime Consulting","Direct Consumer"
"2026-01-15","4877","Professional Fees","Global Office Ltd","SmallBiz Inc"
"2026-01-20","30757","Tax Provision","Prime Consulting","SmallBiz Inc"
"2026-02-11","21135","Inventory","Global Office Ltd","Public Sector Dept"
"2026-03-25","41351","Professional Fees","Global Office Ltd","Public Sector Dept"
"2026-03-22","24927","Sales Revenue","Azure Utilities","Retail Giant A"
"2026-01-17","18620","Sales Revenue","TechLogistics Corp","Retail Giant A"
"2026-01-10","39767","Tax Provision","Global Office Ltd","Direct Consumer"
"2026-03-27","11482","Sales Revenue","Global Office Ltd","Direct Consumer"
"2026-02-10","30974","Rent","TechLogistics Corp","Direct Consumer"
"2026-01-03","23732","Tax Provision","Azure Utilities","SmallBiz Inc"
"2026-01-14","42379","Rent","Prime Consulting","Public Sector Dept"
"2026-03-08","34819","Sales Revenue","Prime Consulting","SmallBiz Inc"
"2026-02-18","39639","Sales Revenue","Prime Consulting","Retail Giant A"
"2026-02-28","44051","Rent","Azure Utilities","Retail Giant A"
"2026-01-09","20676","Sales Revenue","TechLogistics Corp","SmallBiz Inc"
"2026-02-26","30981","Sales Revenue","TechLogistics Corp","Public Sector Dept"
"2026-03-10","24110","Inventory","Azure Utilities","Direct Consumer"
"2026-01-03","20940","Inventory","Global Office Ltd","Public Sector Dept"
"2026-03-16","22415","Sales Revenue","Azure Utilities","SmallBiz Inc"
"2026-02-08","3003","Tax Provision","Azure Utilities","Public Sector Dept"
"2026-02-11","46094","Tax Provision","Prime Consulting","Public Sector Dept"
"2026-01-09","6463","Rent","Global Office Ltd","Public Sector Dept"
"2026-02-26","8080","Sales Revenue","Prime Consulting","Public Sector Dept"
"2026-02-25","4028","Tax Provision","Global Office Ltd","Public Sector Dept"
"2026-03-16","22545","Tax Provision","TechLogistics Corp","Retail Giant A"
"2026-03-05","46475","Rent","Prime Consulting","Direct Consumer"
"2026-01-05","19412","Inventory","Global Office Ltd","Direct Consumer"
"2026-01-17","17142","Tax Provision","Prime Consulting","Direct Consumer"
"2026-03-06","8592","Rent","Global Office Ltd","Retail Giant A"
"2026-01-15","21215","Professional Fees","Prime Consulting","SmallBiz Inc"
"2026-02-03","17270","Tax Provision","Azure Utilities","Retail Giant A"
"2026-01-17","24334","Professional Fees","Global Office Ltd","Public Sector Dept"
"2026-03-23","21488","Inventory","Azure Utilities","Public Sector Dept"
"2026-02-27","40614","Professional Fees","Global Office Ltd","Direct Consumer"
"2026-03-09","20295","Rent","Prime Consulting","Direct Consumer"
"2026-03-27","9991","Rent","Global Office Ltd","Direct Consumer"
"2026-03-31","32260","Rent","Global Office Ltd","Retail Giant A"
"2026-01-17","39862","Professional Fees","TechLogistics Corp","SmallBiz Inc"
"2026-03-13","39877","Rent","Prime Consulting","SmallBiz Inc"
"2026-01-24","21215","Tax Provision","Azure Utilities","Public Sector Dept"
"2026-03-18","26896","Tax Provision","TechLogistics Corp","Public Sector Dept"
"2026-02-10","27076","Tax Provision","TechLogistics Corp","SmallBiz Inc"
"2026-02-09","22152","Tax Provision","Prime Consulting","SmallBiz Inc"
"2026-01-27","29466","Professional Fees","Prime Consulting","Direct Consumer"
"2026-02-04","16762","Sales Revenue","Prime Consulting","Retail Giant A"
"2026-01-29","42434","Rent","Global Office Ltd","SmallBiz Inc"
"2026-02-11","47511","Sales Revenue","Global Office Ltd","Retail Giant A"
"2026-03-11","27771","Inventory","Azure Utilities","Public Sector Dept"
"2026-02-13","41688","Inventory","Azure Utilities","Public Sector Dept"
"2026-01-14","6559","Rent","TechLogistics Corp","SmallBiz Inc"
"2026-01-23","25165","Rent","Prime Consulting","Direct Consumer"
"2026-03-29","33045","Tax Provision","Global Office Ltd","SmallBiz Inc"
"2026-01-27","34390","Rent","TechLogistics Corp","Retail Giant A"
"2026-03-21","49370","Rent","Azure Utilities","Retail Giant A"
"2026-01-11","2302","Sales Revenue","TechLogistics Corp","SmallBiz Inc"
"2026-01-11","4410","Tax Provision","Global Office Ltd","Public Sector Dept"
"2026-03-28","14282","Sales Revenue","Prime Consulting","Public Sector Dept"
"2026-01-01","17502","Professional Fees","Prime Consulting","SmallBiz Inc"
"2026-03-01","22986","Inventory","Prime Consulting","Retail Giant A"
"2026-02-04","42929","Sales Revenue","Global Office Ltd","Public Sector Dept"
"2026-03-27","49248","Tax Provision","Azure Utilities","Public Sector Dept"
"2026-02-11","25992","Tax Provision","Azure Utilities","Direct Consumer"
"2026-01-14","7208","Inventory","Global Office Ltd","Direct Consumer"
"2026-03-14","20607","Professional Fees","Global Office Ltd","Direct Consumer"
"2026-03-13","12238","Inventory","Global Office Ltd","SmallBiz Inc"
"2026-01-29","48420","Rent","TechLogistics Corp","Direct Consumer"
"2026-03-09","45962","Tax Provision","Azure Utilities","SmallBiz Inc"
"2026-03-20","25867","Professional Fees","Prime Consulting","SmallBiz Inc"
"2026-01-03","24013","Tax Provision","TechLogistics Corp","Retail Giant A"
"2026-03-18","26058","Professional Fees","TechLogistics Corp","Direct Consumer"
"2026-03-19","25853","Rent","Azure Utilities","Public Sector Dept"
"2026-03-27","10758","Sales Revenue","TechLogistics Corp","Retail Giant A"
"2026-02-16","27283","Professional Fees","Azure Utilities","SmallBiz Inc"
"2026-01-25","40486","Tax Provision","Global Office Ltd","Public Sector Dept"
"2026-01-09","33405","Sales Revenue","Azure Utilities","Retail Giant A"
"2026-02-01","14602","Rent","TechLogistics Corp","SmallBiz Inc"
"2026-03-17","39138","Professional Fees","Global Office Ltd","Direct Consumer"
"2026-01-02","40061","Tax Provision","Azure Utilities","Retail Giant A"
"2026-02-25","20255","Professional Fees","Prime Consulting","Direct Consumer"
"2026-02-13","33807","Tax Provision","TechLogistics Corp","Retail Giant A"
"2026-02-09","40909","Inventory","TechLogistics Corp","Public Sector Dept"
"2026-01-10","25795","Rent","Prime Consulting","SmallBiz Inc"
"2026-03-16","38827","Sales Revenue","TechLogistics Corp","Public Sector Dept"
"2026-02-10","17940","Professional Fees","Azure Utilities","Public Sector Dept"
"2026-01-30","17990","Professional Fees","Azure Utilities","SmallBiz Inc"
"2026-03-04","41335","Sales Revenue","Azure Utilities","Retail Giant A"
"2026-01-01","43399","Rent","Azure Utilities","Public Sector Dept"
"2026-03-15","13061","Professional Fees","Global Office Ltd","Retail Giant A"
"2026-02-13","15808","Professional Fees","Prime Consulting","Public Sector Dept"
"2026-01-20","7428","Inventory","Azure Utilities","Public Sector Dept"
"2026-03-10","16804","Sales Revenue","Global Office Ltd","Direct Consumer"
"2026-03-01","1677","Rent","Global Office Ltd","Retail Giant A"
"2026-01-13","7820","Tax Provision","Azure Utilities","Direct Consumer"
"2026-01-13","15557","Professional Fees","Global Office Ltd","Retail Giant A"
"2026-02-03","32624","Professional Fees","Prime Consulting","Retail Giant A"
"2026-01-06","46511","Tax Provision","Azure Utilities","Retail Giant A"
"2026-01-25","12921","Rent","Azure Utilities","Retail Giant A"
"2026-03-25","36426","Tax Provision","TechLogistics Corp","SmallBiz Inc"
"2026-01-24","5062","Inventory","Prime Consulting","Retail Giant A"
"2026-02-28","40729","Professional Fees","Prime Consulting","Retail Giant A"
"2026-01-12","5558","Sales Revenue","Prime Consulting","SmallBiz Inc"
"2026-03-16","44242","Inventory","TechLogistics Corp","SmallBiz Inc"
"2026-02-14","41853","Inventory","Prime Consulting","Direct Consumer"
"2026-01-07","26438","Rent","Global Office Ltd","Direct Consumer"
"2026-01-11","5099","Tax Provision","TechLogistics Corp","Direct Consumer"
"2026-01-10","6410","Inventory","TechLogistics Corp","Retail Giant A"
"2026-02-14","48822","Sales Revenue","TechLogistics Corp","Direct Consumer"
"2026-03-17","40421","Tax Provision","Global Office Ltd","Direct Consumer"
"2026-03-10","27149","Inventory","TechLogistics Corp","Public Sector Dept"
"2026-02-12","29746","Professional Fees","TechLogistics Corp","Public Sector Dept"
"2026-01-27","25812","Tax Provision","Prime Consulting","Public Sector Dept"
"2026-01-27","35473","Sales Revenue","Prime Consulting","Direct Consumer"
"2026-01-26","33742","Inventory","Global Office Ltd","Retail Giant A"
"2026-01-12","16419","Professional Fees","Global Office Ltd","Public Sector Dept"
"2026-01-02","34306","Inventory","Azure Utilities","SmallBiz Inc"
"2026-02-03","40154","Professional Fees","Prime Consulting","Public Sector Dept"
"2026-01-25","10433","Rent","Prime Consulting","Direct Consumer"
"2026-01-29","44871","Inventory","Global Office Ltd","SmallBiz Inc"
"2026-01-16","36178","Tax Provision","Azure Utilities","SmallBiz Inc"
"2026-03-14","1628","Professional Fees","TechLogistics Corp","SmallBiz Inc"
