Date,Amount,Category,Vendor,Customer
2026-03-28,6193.34,Inventory,Azure Utilities,Public Sector Dept
2026-01-12,11759.57,Professional Fees,Prime Consulting,Retail Giant A
2026-02-23,6523.88,Inventory,Azure Utilities,Public Sector Dept
2026-01-27,-9942.92,Rent,Global Office Ltd,SmallBiz Inc
2026-02-15,10683.94,Rent,Azure Utilities,Public Sector Dept
2026-01-22,5161.57,Sales Revenue,Azure Utilities,Public Sector Dept
2026-02-05,8324.53,Inventory,Prime Consulting,SmallBiz Inc
2026-03-31,6449.11,Professional Fees,Azure Utilities,Direct Consumer
2026-01-15,9492.82,Sales Revenue,Global Office Ltd,Public Sector Dept
2026-02-07,6935.59,Rent,Prime Consulting,Retail Giant A
2026-01-27,8317.37,Tax Provision,TechLogistics Corp,Public Sector Dept
2026-01-10,6277.03,Inventory,Global Office Ltd,SmallBiz Inc
2026-02-22,10869.25,Sales Revenue,Prime Consulting,SmallBiz Inc
2026-03-14,11370.71,Sales Revenue,Global Office Ltd,Public Sector Dept
2026-01-13,8855.6,Professional Fees,TechLogistics Corp,Public Sector Dept
2026-01-13,10086.26,Tax Provision,Prime Consulting,Direct Consumer
2026-03-29,8051.6,Inventory,Global Office Ltd,Retail Giant A
2026-01-14,6076.7,Tax Provision,TechLogistics Corp,Retail Giant A
2026-02-21,8721.56,Tax Provision,Prime Consulting,Public Sector Dept
2026-02-28,7385.78,Tax Provision,Azure Utilities,Retail Giant A
2026-01-22,8098.86,Sales Revenue,Prime Consulting,SmallBiz Inc
2026-02-27,10697.17,Rent,Prime Consulting,SmallBiz Inc
2026-02-11,6719.18,Rent,TechLogistics Corp,Retail Giant A
2026-02-03,8167.04,Rent,TechLogistics Corp,SmallBiz Inc
2026-03-03,9282.34,Professional Fees,Azure Utilities,Retail Giant A
2026-03-04,7248.86,Professional Fees,Prime Consulting,Retail Giant A
2026-03-31,7099.97,Professional Fees,TechLogistics Corp,SmallBiz Inc
2026-03-27,7736.72,Rent,Azure Utilities,Retail Giant A
2026-03-02,8344.47,Rent,Prime Consulting,SmallBiz Inc
2026-01-12,8226.28,Rent,TechLogistics Corp,Direct Consumer
2026-03-14,9582.19,Professional Fees,Prime Consulting,Direct Consumer
2026-03-07,7759.74,Rent,TechLogistics Corp,Direct Consumer
2026-02-18,5314.1,Sales Revenue,Global Office Ltd,Direct Consumer
2026-02-09,6647.05,Tax Provision,Global Office Ltd,Direct Consumer
2026-01-30,10508.63,Tax Provision,Global Office Ltd,Retail Giant A
2026-02-17,5993.78,Sales Revenue,Prime Consulting,Public Sector Dept
2026-01-02,9813.03,Professional Fees,Global Office Ltd,Retail Giant A
2026-03-18,10817.89,Tax Provision,Global Office Ltd,SmallBiz Inc
2026-03-15,7916.33,Inventory,TechLogistics Corp,SmallBiz Inc
2026-03-27,8597.18,Professional Fees,TechLogistics Corp,Public Sector Dept
2026-01-01,4318.17,Sales Revenue,TechLogistics Corp,Retail Giant A
2026-01-02,8526.62,Sales Revenue,Prime Consulting,SmallBiz Inc
2026-03-13,9050.94,Rent,TechLogistics Corp,Retail Giant A
2026-03-31,8883.57,Tax Provision,Azure Utilities,Direct Consumer
2026-01-31,5503.29,Sales Revenue,Prime Consulting,Public Sector Dept
2026-01-22,6958.69,Sales Revenue,Global Office Ltd,SmallBiz Inc
2026-02-03,9111.31,Rent,TechLogistics Corp,Public Sector Dept
2026-03-20,7064.88,Inventory,Prime Consulting,Direct Consumer
2026-02-01,12560.28,Tax Provision,TechLogistics Corp,Direct Consumer
2026-03-01,10802.29,Professional Fees,TechLogistics Corp,Direct Consumer
2026-02-10,7686.18,Sales Revenue,Azure Utilities,SmallBiz Inc
2026-02-20,7965.54,Inventory,Prime Consulting,Direct Consumer
2026-01-22,8009.33,Sales Revenue,TechLogistics Corp,Retail Giant A
2026-02-09,10250.21,Tax Provision,TechLogistics Corp,Direct Consumer
2026-01-12,7313.46,Professional Fees,Azure Utilities,Azure Utilities
2026-01-28,6875.77,Tax Provision,Global Office Ltd,SmallBiz Inc
2026-02-21,8125.56,Sales Revenue,Prime Consulting,SmallBiz Inc
2026-02-11,10394.93,Inventory,Global Office Ltd,Retail Giant A
2026-03-01,9954.92,Sales Revenue,Global Office Ltd,SmallBiz Inc
2026-01-15,9985.94,Professional Fees,Azure Utilities,Direct Consumer
2026-01-12,3981.43,Sales Revenue,TechLogistics Corp,Direct Consumer
2026-02-06,9555.48,Rent,Prime Consulting,Direct Consumer
2026-02-24,7596.9,Sales Revenue,Prime Consulting,Direct Consumer
2026-03-19,6979.48,Sales Revenue,Global Office Ltd,SmallBiz Inc
2026-03-02,8396.78,Sales Revenue,TechLogistics Corp,SmallBiz Inc
2026-02-27,8448.6,Tax Provision,TechLogistics Corp,Retail Giant A
2026-03-09,7993.35,Rent,Azure Utilities,Public Sector Dept
2026-01-03,7391.75,Rent,Prime Consulting,SmallBiz Inc
2026-02-07,6781.2,Sales Revenue,TechLogistics Corp,SmallBiz Inc
2026-02-25,5964.55,Rent,Global Office Ltd,SmallBiz Inc
2026-01-16,10278.12,Inventory,Azure Utilities,Retail Giant A
2026-03-27,7424.97,Tax Provision,Prime Consulting,Direct Consumer
2026-03-07,11262.38,Rent,Prime Consulting,Direct Consumer
2026-03-15,9229.03,Sales Revenue,Azure Utilities,Direct Consumer
2026-02-22,9727.2,Sales Revenue,TechLogistics Corp,Public Sector Dept
2026-03-14,8770.3,Professional Fees,TechLogistics Corp,Public Sector Dept
2026-01-13,5910.05,Professional Fees,Azure Utilities,Retail Giant A
2026-03-21,8674.76,Sales Revenue,Prime Consulting,Public Sector Dept
2026-03-03,7589.15,Professional Fees,Global Office Ltd,Public Sector Dept
2026-03-26,7899.84,Inventory,Global Office Ltd,Retail Giant A
2026-03-10,10935.31,Rent,Azure Utilities,Retail Giant A
2026-01-10,9832.75,Rent,Global Office Ltd,Public Sector Dept
2026-01-28,8075.01,Tax Provision,Azure Utilities,Retail Giant A
2026-01-15,4668.37,Sales Revenue,TechLogistics Corp,Retail Giant A
2026-01-26,11553.06,Tax Provision,Global Office Ltd,Public Sector Dept
2026-01-23,7925.84,Inventory,Azure Utilities,Public Sector Dept
2026-01-15,7716.92,Professional Fees,Global Office Ltd,Public Sector Dept
2026-02-03,7218.89,Inventory,Azure Utilities,Retail Giant A
2026-02-22,4556.74,Rent,Global Office Ltd,SmallBiz Inc
2026-01-21,7561.21,Sales Revenue,TechLogistics Corp,SmallBiz Inc
2026-02-02,7559.92,Professional Fees,Prime Consulting,Direct Consumer
2026-03-29,5838.83,Sales Revenue,Azure Utilities,SmallBiz Inc
2026-01-27,7361.44,Rent,Global Office Ltd,Retail Giant A
2026-01-25,8623.73,Tax Provision,TechLogistics Corp,SmallBiz Inc
2026-01-20,7791.38,Rent,Global Office Ltd,SmallBiz Inc
2026-01-15,5866.34,Professional Fees,Azure Utilities,Retail Giant A
2026-02-16,8501.18,Tax Provision,Azure Utilities,Retail Giant A
2026-01-28,4188.34,Inventory,Global Office Ltd,Direct Consumer
2026-01-07,8408.34,Inventory,Prime Consulting,Direct Consumer
2026-03-27,8840.56,Inventory,Global Office Ltd,Public Sector Dept
2026-03-22,10150.08,Tax Provision,Global Office Ltd,Public Sector Dept
2026-02-21,7586.41,Tax Provision,TechLogistics Corp,Public Sector Dept
2026-03-04,7171.64,Professional Fees,Global Office Ltd,Direct Consumer
2026-03-19,6337.17,Rent,Global Office Ltd,Retail Giant A
2026-03-02,8033.72,Rent,Global Office Ltd,Retail Giant A
2026-01-03,7328.22,Rent,TechLogistics Corp,SmallBiz Inc
2026-03-10,4639.41,Rent,Azure Utilities,Direct Consumer
2026-03-14,5582.38,Sales Revenue,Global Office Ltd,SmallBiz Inc
2026-03-21,6240.38,Tax Provision,TechLogistics Corp,Direct Consumer
2026-02-04,7896.04,Tax Provision,Prime Consulting,Retail Giant A
2026-01-26,3275.35,Tax Provision,Azure Utilities,Direct Consumer
2026-01-29,8044.48,Inventory,Global Office Ltd,Public Sector Dept
2026-03-19,5780.59,Tax Provision,Azure Utilities,Public Sector Dept
2026-02-19,8066.92,Tax Provision,Azure Utilities,Direct Consumer
2026-03-30,9560.69,Sales Revenue,Global Office Ltd,Direct Consumer
2026-02-26,9366.23,Professional Fees,TechLogistics Corp,SmallBiz Inc
2026-01-27,6808.56,Professional Fees,TechLogistics Corp,Public Sector Dept
2026-02-25,7378.56,Inventory,Global Office Ltd,SmallBiz Inc
2026-01-31,11174.69,Tax Provision,TechLogistics Corp,Retail Giant A
2026-01-27,6937.67,Inventory,TechLogistics Corp,Retail Giant A
2026-02-14,6692.74,Tax Provision,Global Office Ltd,SmallBiz Inc
2026-03-22,6042.75,Rent,Azure Utilities,SmallBiz Inc
2026-02-07,6746.79,Rent,TechLogistics Corp,Direct Consumer
2026-01-01,9661.92,Inventory,TechLogistics Corp,Public Sector Dept
2026-01-05,7302.43,Sales Revenue,Global Office Ltd,SmallBiz Inc
2026-02-13,4239.2,Rent,TechLogistics Corp,Retail Giant A
2026-03-26,7027.22,Tax Provision,Global Office Ltd,Retail Giant A
2026-03-05,6823.17,Rent,Azure Utilities,SmallBiz Inc
2026-03-21,9929.49,Sales Revenue,Azure Utilities,Direct Consumer
2026-02-12,7460.88,Rent,TechLogistics Corp,Retail Giant A
2026-02-15,9494.5,Professional Fees,TechLogistics Corp,Direct Consumer
2026-02-28,4994.07,Rent,Global Office Ltd,SmallBiz Inc
2026-03-13,10487.79,Rent,TechLogistics Corp,Direct Consumer
2026-01-25,10021.97,Tax Provision,TechLogistics Corp,Retail Giant A
2026-02-11,6595.42,Professional Fees,TechLogistics Corp,Direct Consumer
2026-03-15,9099.75,Inventory,Global Office Ltd,Public Sector Dept
2026-02-20,8902.56,Sales Revenue,Prime Consulting,Direct Consumer
2026-01-12,5210.86,Tax Provision,Global Office Ltd,Public Sector Dept
2026-01-04,9040.55,Sales Revenue,Global Office Ltd,SmallBiz Inc
2026-01-28,8761.13,Professional Fees,Azure Utilities,Retail Giant A
2026-02-23,7050.23,Tax Provision,Global Office Ltd,SmallBiz Inc
2026-03-31,11554.75,Sales Revenue,Azure Utilities,Public Sector Dept
2026-01-13,8378.41,Sales Revenue,Prime Consulting,Retail Giant A
2026-03-23,9785.79,Tax Provision,Global Office Ltd,Public Sector Dept
2026-01-12,6173.48,Professional Fees,TechLogistics Corp,Direct Consumer
2026-03-19,7398.64,Inventory,Prime Consulting,SmallBiz Inc
2026-01-16,6508.04,Professional Fees,Global Office Ltd,SmallBiz Inc
2026-03-10,9925.51,Professional Fees,Azure Utilities,Retail Giant A
2026-01-15,9237.38,Inventory,Prime Consulting,Direct Consumer
2026-01-16,9526.95,Inventory,Prime Consulting,Retail Giant A
2026-01-07,10353.01,Rent,TechLogistics Corp,SmallBiz Inc
2026-02-26,7442.44,Rent,Global Office Ltd,SmallBiz Inc
2026-03-25,5772.56,Sales Revenue,TechLogistics Corp,SmallBiz Inc
2026-02-06,9461.95,Inventory,TechLogistics Corp,Direct Consumer
2026-01-19,7169.82,Inventory,Azure Utilities,Retail Giant A
2026-02-11,9324.62,Professional Fees,TechLogistics Corp,Retail Giant A
2026-01-24,8064.55,Rent,Global Office Ltd,Direct Consumer
2026-01-16,9824.29,Sales Revenue,Global Office Ltd,Retail Giant A
2026-03-31,6779.05,Inventory,TechLogistics Corp,Direct Consumer
2026-01-27,6087.66,Rent,Azure Utilities,Retail Giant A
2026-01-03,6870.78,Tax Provision,Azure Utilities,SmallBiz Inc
2026-01-08,7648.5,Professional Fees,TechLogistics Corp,Retail Giant A
2026-03-29,6066.43,Rent,Azure Utilities,Direct Consumer
2026-03-06,7577.47,Inventory,Global Office Ltd,Public Sector Dept
2026-01-27,9071.23,Professional Fees,Prime Consulting,SmallBiz Inc
2026-02-22,8067.2,Rent,TechLogistics Corp,Public Sector Dept
2026-02-22,10356.67,Professional Fees,TechLogistics Corp,Public Sector Dept
2026-02-13,5466.86,Rent,TechLogistics Corp,SmallBiz Inc
2026-01-14,10694.89,Professional Fees,Prime Consulting,SmallBiz Inc
2026-03-01,8632.11,Tax Provision,Azure Utilities,Retail Giant A
2026-03-16,11207.42,Sales Revenue,Azure Utilities,Public Sector Dept
2026-03-11,8153.59,Inventory,TechLogistics Corp,Direct Consumer
2026-01-25,8218.8,Inventory,TechLogistics Corp,Retail Giant A
2026-02-09,9564.63,Inventory,Prime Consulting,SmallBiz Inc
2026-03-10,7243.2,Inventory,Azure Utilities,Retail Giant A
2026-03-30,7468.7,Tax Provision,TechLogistics Corp,Public Sector Dept
2026-03-29,8259.55,Inventory,Prime Consulting,Public Sector Dept
2026-01-08,10550.58,Tax Provision,TechLogistics Corp,Public Sector Dept
2026-02-24,5653.68,Rent,TechLogistics Corp,Public Sector Dept
2026-03-31,9834.46,Tax Provision,Global Office Ltd,Retail Giant A
2026-01-16,10657.66,Rent,Global Office Ltd,Retail Giant A
2026-01-25,5813.9,Tax Provision,Azure Utilities,Retail Giant A
2026-01-17,7176.17,Inventory,Azure Utilities,Public Sector Dept
2026-02-28,6019.98,Tax Provision,TechLogistics Corp,Direct Consumer
2026-01-19,9275.33,Tax Provision,Prime Consulting,Public Sector Dept
2026-03-09,11186.17,Tax Provision,TechLogistics Corp,Public Sector Dept
2026-03-08,9315.94,Professional Fees,Prime Consulting,Public Sector Dept
2026-03-18,9842.68,Tax Provision,Global Office Ltd,Public Sector Dept
2026-01-21,7938.89,Inventory,TechLogistics Corp,Public Sector Dept
2026-02-14,6961.38,Inventory,TechLogistics Corp,SmallBiz Inc
2026-01-17,7664.34,Inventory,Prime Consulting,Retail Giant A
2026-02-12,8170.65,Sales Revenue,Prime Consulting,Retail Giant A
2026-02-05,8408.63,Tax Provision,Prime Consulting,Direct Consumer
2026-03-30,9655.42,Professional Fees,Prime Consulting,Public Sector Dept
2026-01-31,6349.44,Sales Revenue,TechLogistics Corp,Public Sector Dept
2026-03-13,6653.98,Inventory,Prime Consulting,Retail Giant A
2026-03-24,6907.73,Rent,Global Office Ltd,Direct Consumer
2026-01-04,6141.13,Rent,Global Office Ltd,Retail Giant A
2026-03-16,7472.22,Sales Revenue,Prime Consulting,Retail Giant A
2026-03-17,5552.3,Tax Provision,Prime Consulting,Public Sector Dept
2026-03-23,10192.8,Inventory,Prime Consulting,Direct Consumer
2026-03-20,10049.32,Inventory,TechLogistics Corp,Retail Giant A
2026-03-28,11288.65,Tax Provision,TechLogistics Corp,Public Sector Dept
2026-03-01,6667.73,Rent,Azure Utilities,Retail Giant A
2026-03-29,5003.02,Professional Fees,Prime Consulting,SmallBiz Inc
2026-01-25,7393.75,Tax Provision,Global Office Ltd,Public Sector Dept
2026-02-05,7519.66,Rent,TechLogistics Corp,Public Sector Dept
2026-01-27,8812.04,Tax Provision,Prime Consulting,SmallBiz Inc
2026-02-20,6802.3,Sales Revenue,Prime Consulting,Public Sector Dept
2026-01-01,6976.04,Tax Provision,TechLogistics Corp,Public Sector Dept
2026-03-18,6309.0,Rent,Prime Consulting,Retail Giant A
2026-01-01,6913.58,Rent,Azure Utilities,Direct Consumer
2026-03-05,9116.98,Tax Provision,Prime Consulting,Direct Consumer
2026-03-08,7564.45,Rent,TechLogistics Corp,SmallBiz Inc
2026-02-08,10360.67,Tax Provision,Global Office Ltd,Public Sector Dept
2026-03-01,7168.97,Professional Fees,Azure Utilities,Public Sector Dept
2026-03-16,8058.5,Rent,Azure Utilities,Public Sector Dept
2026-01-28,5517.89,Rent,TechLogistics Corp,Retail Giant A
2026-03-23,7081.95,Sales Revenue,Prime Consulting,Public Sector Dept
2026-01-02,5806.03,Professional Fees,Global Office Ltd,Retail Giant A
2026-03-08,8743.31,Professional Fees,Global Office Ltd,SmallBiz Inc
2026-03-16,10963.78,Rent,Azure Utilities,Retail Giant A
2026-03-06,11534.02,Tax Provision,TechLogistics Corp,Direct Consumer
2026-03-15,10445.7,Tax Provision,Global Office Ltd,Retail Giant A
2026-03-16,8344.74,Rent,Azure Utilities,Public Sector Dept
2026-03-17,5456.3,Inventory,Azure Utilities,Public Sector Dept
2026-02-11,6990.68,Rent,Global Office Ltd,Retail Giant A
2026-01-25,7701.96,Professional Fees,TechLogistics Corp,Public Sector Dept
2026-02-11,7427.31,Tax Provision,Global Office Ltd,Retail Giant A
2026-03-19,11349.46,Sales Revenue,Prime Consulting,Retail Giant A
2026-01-25,8879.74,Rent,Prime Consulting,Retail Giant A
2026-02-20,9344.85,Sales Revenue,Global Office Ltd,Direct Consumer
2026-03-21,7466.21,Inventory,Azure Utilities,Retail Giant A
2026-03-31,8562.4,Sales Revenue,Azure Utilities,Public Sector Dept
2026-03-22,6657.5,Rent,Prime Consulting,Retail Giant A
2026-01-24,9788.64,Inventory,TechLogistics Corp,Direct Consumer
2026-01-27,9232.87,Tax Provision,Azure Utilities,Retail Giant A
2026-03-13,7027.27,Professional Fees,TechLogistics Corp,Retail Giant A
2026-01-29,9789.9,Inventory,Global Office Ltd,Global Office Ltd
2026-02-16,8015.48,Professional Fees,Azure Utilities,Retail Giant A
2026-03-13,4217.64,Rent,Prime Consulting,Retail Giant A
2026-01-26,8921.26,Professional Fees,TechLogistics Corp,SmallBiz Inc
2026-02-24,9496.59,Rent,TechLogistics Corp,SmallBiz Inc
2026-03-25,6037.99,Inventory,Global Office Ltd,SmallBiz Inc
2026-03-06,10558.31,Rent,Global Office Ltd,Direct Consumer
2026-01-25,9011.61,Sales Revenue,Azure Utilities,Direct Consumer
2026-02-18,3306.34,Professional Fees,Azure Utilities,Direct Consumer
2026-01-30,8948.58,Sales Revenue,Prime Consulting,SmallBiz Inc
2026-03-03,5760.03,Professional Fees,Global Office Ltd,SmallBiz Inc
2026-01-15,8714.78,Inventory,Azure Utilities,Retail Giant A
2026-01-20,4247.03,Professional Fees,Global Office Ltd,Public Sector Dept
2026-03-31,10549.65,Rent,Prime Consulting,Retail Giant A
2026-02-14,5525.3,Tax Provision,Prime Consulting,Direct Consumer
2026-03-22,7813.95,Rent,Global Office Ltd,Retail Giant A
2026-02-20,6733.84,Sales Revenue,Prime Consulting,Retail Giant A
2026-03-18,6407.93,Tax Provision,Prime Consulting,Retail Giant A
2026-02-09,9340.12,Inventory,Azure Utilities,Public Sector Dept
2026-01-02,9400.83,Professional Fees,Global Office Ltd,Direct Consumer
2026-02-24,9612.21,Rent,TechLogistics Corp,SmallBiz Inc
2026-03-20,8989.73,Sales Revenue,Azure Utilities,Public Sector Dept
2026-03-04,8059.84,Inventory,Prime Consulting,Direct Consumer
2026-01-12,7518.53,Rent,Azure Utilities,Retail Giant A
2026-01-17,9520.93,Rent,Azure Utilities,SmallBiz Inc
2026-02-22,9229.63,Sales Revenue,Global Office Ltd,Retail Giant A
2026-02-28,4485.81,Tax Provision,Azure Utilities,Direct Consumer
2026-03-18,7189.3,Inventory,Azure Utilities,Retail Giant A
2026-01-02,9689.74,Professional Fees,Global Office Ltd,Direct Consumer
2026-02-14,9853.99,Sales Revenue,TechLogistics Corp,SmallBiz Inc
2026-01-22,10924.4,Professional Fees,Prime Consulting,Retail Giant A
2026-03-02,8054.38,Inventory,TechLogistics Corp,SmallBiz Inc
2026-02-10,9931.08,Professional Fees,Global Office Ltd,Public Sector Dept
2026-03-12,7167.95,Rent,Prime Consulting,Public Sector Dept
2026-01-25,8132.38,Rent,Prime Consulting,Retail Giant A
2026-02-28,7085.94,Professional Fees,TechLogistics Corp,Public Sector Dept
2026-03-26,6521.29,Professional Fees,Prime Consulting,Direct Consumer
2026-01-29,9142.07,Inventory,Prime Consulting,Retail Giant A
2026-01-25,8217.99,Professional Fees,Azure Utilities,Direct Consumer
2026-01-16,9217.12,Rent,Global Office Ltd,Direct Consumer
2026-03-05,10099.79,Rent,Azure Utilities,SmallBiz Inc
2026-02-14,10250.27,Professional Fees,TechLogistics Corp,Public Sector Dept
2026-03-24,9689.14,Sales Revenue,Prime Consulting,Public Sector Dept
2026-03-30,6459.91,Sales Revenue,TechLogistics Corp,Direct Consumer
2026-02-03,6918.24,Tax Provision,Azure Utilities,Retail Giant A
2026-03-14,10302.43,Inventory,Global Office Ltd,SmallBiz Inc
2026-02-03,9398.26,Professional Fees,Azure Utilities,Direct Consumer
2026-02-02,4440.92,Rent,Azure Utilities,SmallBiz Inc
2026-03-26,4161.43,Inventory,Global Office Ltd,Public Sector Dept
2026-01-06,7179.24,Inventory,Global Office Ltd,SmallBiz Inc
2026-01-07,7483.78,Tax Provision,Prime Consulting,SmallBiz Inc
2026-03-10,3026.32,Tax Provision,Azure Utilities,Public Sector Dept
2026-01-01,5110.25,Inventory,Azure Utilities,Direct Consumer
2026-02-12,2806.25,Sales Revenue,Global Office Ltd,Direct Consumer
2026-03-21,8544.36,Sales Revenue,Global Office Ltd,Public Sector Dept
2026-02-06,7674.4,Inventory,TechLogistics Corp,SmallBiz Inc
2026-01-31,7605.24,Inventory,Azure Utilities,Retail Giant A
2026-02-26,7440.77,Rent,Global Office Ltd,Retail Giant A
2026-03-11,9464.74,Tax Provision,Prime Consulting,SmallBiz Inc
2026-01-17,9242.2,Rent,Global Office Ltd,SmallBiz Inc
2026-01-09,8609.08,Inventory,Azure Utilities,Direct Consumer
2026-03-28,4222.32,Sales Revenue,TechLogistics Corp,SmallBiz Inc
2026-02-07,9505.15,Sales Revenue,Azure Utilities,Retail Giant A
2026-02-17,8723.57,Sales Revenue,Global Office Ltd,Direct Consumer
2026-03-11,11042.81,Sales Revenue,Prime Consulting,Public Sector Dept
2026-01-27,10989.24,Inventory,Azure Utilities,Direct Consumer
2026-03-25,9847.36,Professional Fees,Azure Utilities,SmallBiz Inc
2026-03-24,4415.08,Inventory,Global Office Ltd,SmallBiz Inc
2026-02-26,7734.74,Tax Provision,Azure Utilities,Retail Giant A
2026-02-16,6178.59,Inventory,Azure Utilities,Public Sector Dept
2026-01-07,6025.5,Professional Fees,Azure Utilities,Retail Giant A
2026-03-02,8071.71,Professional Fees,TechLogistics Corp,Public Sector Dept
2026-01-13,11503.73,Professional Fees,TechLogistics Corp,Retail Giant A
2026-03-21,10268.29,Rent,Azure Utilities,Public Sector Dept
2026-01-05,7590.72,Inventory,Global Office Ltd,Public Sector Dept
2026-01-20,6537.23,Inventory,Global Office Ltd,Retail Giant A
2026-01-31,10177.29,Rent,Prime Consulting,Retail Giant A
2026-03-25,8852.26,Sales Revenue,TechLogistics Corp,Retail Giant A
2026-01-01,9744.66,Professional Fees,Prime Consulting,Public Sector Dept
2026-03-11,6494.2,Sales Revenue,Prime Consulting,Public Sector Dept
2026-01-05,7613.31,Tax Provision,Azure Utilities,Retail Giant A
2026-03-19,8914.91,Professional Fees,Global Office Ltd,Direct Consumer
2026-01-11,6145.42,Tax Provision,Azure Utilities,SmallBiz Inc
2026-02-09,9813.47,Inventory,Global Office Ltd,Retail Giant A
2026-01-03,12060.5,Tax Provision,Prime Consulting,Direct Consumer
2026-01-07,1019.53,Inventory,TechLogistics Corp,Public Sector Dept
2026-03-30,6120.88,Rent,Azure Utilities,Retail Giant A
2026-03-15,6489.6,Inventory,Global Office Ltd,Retail Giant A
2026-01-15,12100.01,Rent,TechLogistics Corp,Retail Giant A
2026-01-01,6612.87,Professional Fees,Azure Utilities,SmallBiz Inc
2026-01-04,9602.63,Tax Provision,Global Office Ltd,Public Sector Dept
2026-03-10,7855.03,Tax Provision,TechLogistics Corp,SmallBiz Inc
2026-01-27,6226.3,Tax Provision,Azure Utilities,Retail Giant A
2026-02-20,7079.75,Rent,TechLogistics Corp,Direct Consumer
2026-01-28,7225.12,Inventory,Global Office Ltd,SmallBiz Inc
2026-01-20,6545.59,Tax Provision,Azure Utilities,Public Sector Dept
2026-01-15,6119.91,Rent,Global Office Ltd,Direct Consumer
2026-03-20,8328.6,Tax Provision,Prime Consulting,Direct Consumer
2026-03-05,4487.42,Inventory,Global Office Ltd,Retail Giant A
2026-03-30,7919.23,Inventory,Azure Utilities,Azure Utilities
2026-01-08,6732.33,Inventory,Azure Utilities,Direct Consumer
2026-02-15,6738.57,Tax Provision,Global Office Ltd,Retail Giant A
2026-03-17,10117.26,Tax Provision,TechLogistics Corp,Direct Consumer
2026-02-20,6756.45,Inventory,Prime Consulting,Retail Giant A
2026-02-26,9649.2,Tax Provision,Global Office Ltd,Direct Consumer
2026-01-31,4157.87,Professional Fees,Azure Utilities,Public Sector Dept
2026-01-26,6454.44,Inventory,Azure Utilities,SmallBiz Inc
2026-03-21,5007.39,Inventory,Prime Consulting,Public Sector Dept
2026-03-07,6999.79,Inventory,Global Office Ltd,Retail Giant A
2026-02-04,-6108.76,Rent,TechLogistics Corp,Public Sector Dept
2026-01-30,7947.15,Rent,Prime Consulting,Public Sector Dept
2026-01-10,8132.41,Professional Fees,TechLogistics Corp,Retail Giant A
2026-01-11,10881.13,Tax Provision,Global Office Ltd,Public Sector Dept
2026-02-24,7656.17,Tax Provision,Prime Consulting,Public Sector Dept
2026-01-30,5765.4,Rent,Prime Consulting,SmallBiz Inc
2026-02-15,7397.35,Rent,Prime Consulting,SmallBiz Inc
2026-03-16,7994.36,Sales Revenue,Global Office Ltd,Retail Giant A
2026-02-02,5175.78,Professional Fees,Prime Consulting,Public Sector Dept
2026-03-02,10194.16,Tax Provision,Global Office Ltd,Direct Consumer
2026-03-11,9401.81,Inventory,Global Office Ltd,Retail Giant A
2026-03-03,6505.73,Rent,Global Office Ltd,Public Sector Dept
2026-03-16,12160.96,Rent,Prime Consulting,SmallBiz Inc
2026-03-06,10622.89,Professional Fees,Prime Consulting,Public Sector Dept
2026-02-26,6462.12,Inventory,Global Office Ltd,Public Sector Dept
2026-01-05,6935.22,Sales Revenue,Azure Utilities,SmallBiz Inc
2026-03-05,6158.81,Tax Provision,Prime Consulting,Retail Giant A
2026-03-18,3862.17,Professional Fees,Global Office Ltd,Retail Giant A
2026-02-22,8434.31,Rent,Global Office Ltd,Direct Consumer
2026-01-06,8826.22,Inventory,Global Office Ltd,Direct Consumer
2026-03-01,5348.83,Tax Provision,TechLogistics Corp,SmallBiz Inc
2026-02-04,7282.22,Rent,Global Office Ltd,Retail Giant A
2026-02-19,9388.92,Professional Fees,Azure Utilities,SmallBiz Inc
2026-02-21,8051.07,Inventory,Prime Consulting,SmallBiz Inc
2026-03-28,9319.68,Professional Fees,TechLogistics Corp,Retail Giant A
2026-02-15,12865.59,Sales Revenue,Prime Consulting,Direct Consumer
2026-03-06,8992.28,Sales Revenue,Azure Utilities,Direct Consumer
2026-02-23,7691.75,Inventory,Prime Consulting,Retail Giant A
2026-03-16,5507.08,Sales Revenue,Prime Consulting,Direct Consumer
2026-03-09,8224.55,Professional Fees,Azure Utilities,SmallBiz Inc
2026-01-01,8284.04,Professional Fees,Global Office Ltd,SmallBiz Inc
2026-03-14,-8149.82,Rent,Global Office Ltd,SmallBiz Inc
2026-01-06,6973.2,Professional Fees,Global Office Ltd,Retail Giant A
2026-02-17,8654.84,Inventory,TechLogistics Corp,Direct Consumer
2026-01-09,7308.54,Inventory,Azure Utilities,Public Sector Dept
2026-02-25,8331.41,Sales Revenue,Global Office Ltd,SmallBiz Inc
2026-03-14,4892.19,Rent,TechLogistics Corp,SmallBiz Inc
2026-03-22,14257.0,Inventory,Prime Consulting,SmallBiz Inc
2026-01-17,7030.28,Rent,Azure Utilities,Public Sector Dept
2026-03-10,5312.31,Sales Revenue,Prime Consulting,Direct Consumer
2026-03-19,9337.21,Inventory,Azure Utilities,SmallBiz Inc
2026-03-25,10796.88,Professional Fees,Azure Utilities,Direct Consumer
2026-02-05,6850.68,Inventory,TechLogistics Corp,Retail Giant A
2026-03-10,6023.92,Professional Fees,Azure Utilities,Retail Giant A
2026-02-28,4024.26,Rent,Global Office Ltd,SmallBiz Inc
2026-01-18,12272.3,Professional Fees,Prime Consulting,SmallBiz Inc
